Decision,Hand Strength,Pot,Already Bet,Call Difference,Players
3,208,1677,525,252,2
2,226,2454,1302,-525,2
1,11,300,200,-100,2
2,11,800,400,-100,2
1,11,1201,400,1,2
0,11,250,100,0,4
0,9,250,100,0,6
3,120,375,200,-75,2
2,120,500,325,-200,2
2,120,500,325,-200,2
3,120,875,325,50,2
2,224,1250,700,-325,2
0,12,700,100,125,5
1,10,250,100,0,4
4,120,724,287,0,2
2,120,1036,287,0,2
4,330,1036,287,0,2
0,7,250,100,0,6
0,10,500,150,100,3
1,13,460,100,110,5
4,13,1750,640,110,2
0,13,4050,640,1660,2
0,407,250,100,0,6
1,405,400,200,-50,2
0,3,460,100,110,4
0,10,250,100,0,5
1,411,250,100,0,6
2,120,650,250,0,2
2,120,650,250,0,2
4,236,650,250,0,2
3,11,450,200,0,2
4,114,650,400,-200,2
2,114,1250,400,-200,2
4,114,1250,400,-200,2
0,10,1172,150,550,4
1,13,250,100,0,4
0,10,250,100,0,5
0,13,250,100,0,3
1,11,250,100,0,4
2,112,550,200,0,2
2,112,550,200,0,2
4,222,550,200,0,2
0,406,250,100,0,6
3,9,375,200,-75,2
2,106,500,325,-200,2
2,106,500,325,-200,2
0,13,500,150,100,3
1,118,450,100,100,4
3,118,3081,581,1369,2
3,13,450,100,100,5
3,13,1000,300,-50,3
2,126,1250,550,-300,2
3,248,2800,550,1000,2
0,5,300,150,-50,5
0,11,1025,200,450,3
0,10,250,100,0,3
0,10,460,100,110,6
3,8,650,200,-50,3
2,110,800,350,-200,3
0,110,1100,350,-50,3
0,11,460,100,110,4
0,9,460,100,110,6
1,13,1100,200,500,3
3,11,250,150,-50,2
3,11,700,200,200,2
2,13,1000,500,-100,2
2,13,1000,500,-100,2
0,13,1600,500,100,2
1,102,250,100,0,4
4,102,724,287,0,2
2,102,1036,287,0,2
2,218,1036,287,0,2
0,11,300,150,-50,5
1,124,250,100,0,6
2,336,700,225,0,2
4,336,700,225,0,2
4,336,850,225,0,2
0,402,250,100,0,3
1,13,250,100,0,4
2,13,600,225,0,2
0,10,250,100,0,5
3,406,450,200,0,2
0,13,800,400,-200,2
0,9,250,100,0,3
0,13,250,100,0,5
1,8,250,150,-50,2
2,226,700,325,-50,2
2,226,700,325,-50,2
2,226,700,325,-50,2
0,226,1090,325,65,2
0,10,460,100,110,5
1,13,250,100,0,5
3,13,2800,250,1600,4
2,13,4400,1850,0,2
2,13,4400,1850,0,2
2,116,4400,1850,0,2
3,405,375,200,-75,2
2,110,500,325,-200,2
3,110,875,325,50,2
2,110,1250,700,-325,2
2,110,1250,700,-325,2
1,406,300,200,-100,2
0,406,1355,375,405,2
1,13,250,100,0,4
4,120,550,200,0,2
0,11,250,100,0,5
0,9,375,200,-75,2
1,12,450,100,100,4
0,12,3700,650,1850,2
0,12,460,100,110,6
0,403,450,100,100,4
0,102,250,100,0,5
1,404,437,200,-13,2
0,8,475,150,75,3
1,410,250,100,0,4
2,118,600,225,0,2
2,224,600,225,0,2
4,238,600,225,0,2
0,9,250,100,0,5
0,6,1050,200,450,3
0,13,450,100,100,4
0,11,250,100,0,5
1,13,250,100,0,6
4,122,550,200,0,2
1,13,450,200,0,2
4,124,1850,800,0,2
3,124,3850,800,1200,2
4,336,5050,2000,0,2
0,11,1250,150,600,4
0,10,250,100,0,4
1,405,250,100,0,5
4,12,825,225,0,3
0,4,975,200,400,3
0,403,460,100,110,4
0,7,250,100,0,5
3,8,375,200,-75,2
2,13,500,325,-200,2
0,13,750,325,-75,2
0,10,460,100,110,4
1,114,250,100,0,4
4,114,650,250,0,2
1,13,250,100,0,5
2,13,750,250,0,2
2,13,750,250,0,2
2,126,750,250,0,2
1,12,300,150,-50,6
0,12,1025,200,450,3
0,410,475,100,125,4
0,410,250,100,0,5
1,126,250,100,0,6
4,250,600,225,0,2
3,250,1275,225,450,2
3,5,350,200,-100,2
2,110,450,300,-200,2
3,110,600,300,-150,2
4,110,750,450,-300,2
0,6,475,150,75,3
0,9,250,100,0,4
0,402,250,100,0,6
0,4,1225,150,600,4
1,13,250,100,0,3
0,10,460,100,110,5
1,13,250,100,0,5
2,13,774,287,0,2
0,9,250,100,0,6
3,13,350,200,-100,2
2,13,450,300,-200,2
2,13,450,300,-200,2
3,13,475,150,75,3
0,13,4225,325,2350,3
0,404,460,100,110,5
0,7,250,100,0,6
0,8,500,150,100,3
0,402,460,100,110,5
0,5,250,100,0,6
3,407,250,150,-50,2
4,13,300,200,-100,2
4,122,400,200,-100,2
0,13,250,100,0,3
1,13,250,100,0,4
4,13,600,225,0,2
0,9,250,100,0,6
3,411,550,200,-75,3
2,11,675,325,-200,3
3,11,975,325,-25,2
2,11,1275,625,-325,2
0,12,1175,150,550,4
1,110,250,100,0,4
4,315,600,225,0,2
1,126,250,100,0,5
4,126,550,200,0,2
0,7,250,100,0,6
1,106,300,200,-200,2
2,230,700,400,-200,2
3,627,900,400,-200,2
4,627,1100,600,-400,2
1,104,250,100,0,3
0,406,250,100,0,4
0,9,250,100,0,6
0,12,475,150,75,3
0,12,250,100,0,4
1,13,250,100,0,6
2,110,1200,350,0,3
0,110,2100,350,100,3
0,102,750,150,100,4
0,104,1100,100,550,6
0,10,250,100,0,6
3,11,375,200,-75,2
2,108,500,325,-200,2
0,11,475,150,75,3
1,11,250,100,0,4
2,11,550,200,0,2
4,11,550,200,0,2
1,13,250,100,0,5
1,13,250,100,0,6
0,13,475,150,75,3
0,12,250,100,0,4
0,12,250,100,0,6
3,11,375,200,-75,2
2,13,500,325,-200,2
2,13,500,325,-200,2
4,120,500,325,-200,2
1,12,250,100,0,3
0,12,1600,250,850,2
1,13,250,100,0,4
4,13,600,225,0,2
2,13,850,225,0,2
3,106,1575,225,500,2
0,9,250,100,0,6
1,13,250,150,-50,2
2,13,650,300,-50,2
0,13,960,300,10,2
0,5,250,100,0,4
0,10,250,100,0,6
1,411,375,200,-75,2
4,12,2500,1200,-75,2
2,12,3750,1200,-75,2
0,12,475,150,75,3
0,406,1100,100,550,6
0,11,250,100,0,6
0,8,250,150,-50,2
1,13,250,100,0,3
0,10,460,100,110,6
1,108,250,100,0,6
2,232,750,200,0,3
1,232,1000,200,50,2
1,11,250,150,-50,2
1,409,250,100,0,3
0,5,250,100,0,4
1,13,250,100,0,6
2,116,550,200,0,2
4,242,550,200,0,2
4,242,775,200,0,2
0,5,375,200,-75,2
1,13,250,150,-50,2
1,12,250,100,0,3
2,13,550,200,0,2
4,124,550,200,0,2
1,13,250,100,0,4
2,126,550,200,0,2
4,232,550,200,0,2
1,13,250,100,0,6
0,13,12000,200,9800,4
0,3,500,150,100,3
1,8,250,100,0,4
0,8,1150,225,450,2
0,8,250,100,0,6
0,11,500,150,100,3
0,10,460,100,110,5
1,12,250,100,0,5
0,11,250,100,0,6
0,7,250,150,-50,2
0,10,250,100,0,4
0,9,250,100,0,6
1,124,500,150,100,3
4,234,2550,1050,100,2
4,244,3750,1050,100,2
0,12,250,100,0,3
1,13,460,100,110,6
0,13,3234,571,1522,2
0,7,1000,200,425,3
0,406,460,100,110,4
0,102,460,100,110,6
0,7,450,200,0,2
0,13,450,100,100,4
0,9,250,100,0,5
1,13,250,100,0,6
4,13,600,225,0,2
0,5,250,150,-50,2
1,411,250,100,0,4
4,122,600,225,0,2
1,13,250,100,0,5
0,9,250,100,0,6
0,5,250,100,0,3
1,407,250,100,0,4
0,407,250,100,0,6
3,10,375,200,-75,2
2,11,500,325,-200,2
3,13,500,150,100,3
2,13,850,350,-100,3
4,126,850,350,-100,3
0,7,250,100,0,3
0,12,250,100,0,5
3,13,450,200,0,2
1,13,800,400,-200,2
4,13,1900,850,-200,2
4,13,3700,850,-200,2
0,12,550,200,50,3
0,12,250,100,0,4
1,12,250,100,0,6
0,7,375,200,-75,2
1,114,475,150,75,3
2,114,2268,631,75,3
3,114,3068,631,169,3
2,114,3868,1431,-631,2
4,114,3868,1431,-631,2
1,410,250,100,0,3
1,12,250,100,0,5
1,409,250,100,0,6
2,411,550,200,0,2
3,411,850,200,100,2
3,411,2550,500,900,2
1,406,350,250,-250,2
4,13,950,550,-250,2
0,12,475,150,75,3
1,405,250,100,0,4
0,405,1550,200,900,2
1,408,250,100,0,5
2,116,750,200,0,3
3,116,1075,200,125,2
2,116,1400,525,-200,2
4,116,1400,525,-200,2
0,11,375,200,-75,2
0,6,460,100,110,4
1,12,250,100,0,5
2,12,750,250,0,2
4,114,750,250,0,2
0,12,250,100,0,6
3,410,250,150,-50,2
2,120,300,200,-100,2
4,330,300,200,-100,2
4,630,400,200,-100,2
0,12,250,100,0,3
0,7,250,100,0,5
0,7,375,200,-75,2
1,13,472,150,72,3
4,336,2074,840,72,2
0,12,250,100,0,4
1,12,460,100,110,6
4,124,1200,365,110,2
3,13,375,200,-75,2
2,13,500,325,-200,2
0,13,875,325,50,2
0,8,475,100,125,4
0,10,250,100,0,5
1,124,450,200,0,2
3,124,11150,800,9100,2
3,104,300,200,-100,2
4,104,350,250,-150,2
2,104,450,250,-150,2
2,104,450,250,-150,2
0,104,750,250,50,2
1,126,250,100,0,3
0,7,250,100,0,5
1,12,250,100,0,6
1,12,1388,200,738,2
2,12,4750,1412,738,2
3,12,6100,1412,738,2
3,116,425,200,-25,2
2,116,600,375,-200,2
2,116,600,375,-200,2
4,324,600,375,-200,2
0,406,475,150,75,3
0,10,350,100,0,5
1,13,250,100,0,6
4,126,550,200,0,2
0,126,2050,200,1300,2
0,10,500,150,100,3
1,13,250,100,0,4
0,13,2450,200,850,3
0,9,250,100,0,6
3,12,250,150,-50,2
2,12,300,200,-100,2
4,12,300,200,-100,2
2,12,500,200,-100,2
0,12,1030,200,330,2
1,13,250,100,0,3
1,11,250,100,0,4
4,122,600,225,0,2
1,11,250,100,0,6
2,11,775,225,0,3
3,11,1665,225,220,3
2,11,2110,670,-225,3
3,13,425,250,-125,2
2,234,550,375,-250,2
4,234,550,375,-250,2
0,12,500,150,100,3
0,11,250,100,0,4
0,11,250,100,0,6
3,12,375,200,-75,2
2,124,500,325,-200,2
3,124,700,325,-125,2
2,124,900,525,-325,2
3,102,450,150,50,3
2,102,700,300,-100,3
0,102,1100,300,100,3
0,9,250,100,0,4
1,13,250,100,0,6
4,126,550,200,0,2
3,410,600,200,-75,3
2,104,725,325,-200,3
0,104,1087,325,37,2
1,13,250,100,0,3
2,108,600,225,0,2
3,108,1000,225,175,2
2,108,1400,625,-225,2
0,12,300,150,-50,4
0,11,250,100,0,6
3,12,375,200,-75,2
2,12,500,325,-200,2
2,12,500,325,-200,2
0,11,500,150,100,3
0,13,450,100,100,5
0,11,250,100,0,6
0,6,750,150,100,4
0,10,450,100,100,5
1,10,250,100,0,5
2,102,850,250,0,3
3,218,1250,250,150,3
4,218,2050,650,-250,3
1,218,5025,650,2325,2
1,126,400,200,-50,2
4,126,2750,1300,-50,2
3,12,450,150,50,3
2,12,700,300,-100,3
2,124,700,300,-100,3
3,124,1100,300,100,2
2,124,1500,700,-300,2
3,124,2751,700,551,2
0,5,525,150,75,4
0,12,460,100,110,6
1,12,400,200,-50,2
3,108,500,150,100,3
2,108,700,350,-100,2
2,108,700,350,-100,2
2,108,700,350,-100,2
3,108,1000,350,-50,2
0,11,525,150,75,4
1,116,460,100,110,5
0,9,250,100,0,5
1,13,250,100,0,6
3,13,1800,200,1000,3
3,102,5000,1200,0,3
2,102,6200,2400,-1200,2
0,9,450,200,0,2
1,13,450,100,100,4
0,11,250,100,0,4
1,12,250,100,0,5
1,114,300,200,-200,2
2,114,600,350,-200,2
2,114,600,350,-200,2
0,114,950,350,0,2
0,11,250,100,0,3
1,8,250,100,0,4
4,11,550,200,0,2
4,11,775,200,0,2
2,11,2575,200,0,2
0,10,250,100,0,6
0,10,250,150,-50,2
1,13,460,100,110,5
1,13,3134,571,1422,2
3,13,16801,2245,7755,2
1,406,300,150,-50,5
0,13,250,100,0,6
1,13,375,200,-75,2
2,13,2500,1200,-75,2
0,12,475,150,75,3
0,11,250,100,0,4
1,13,250,100,0,5
2,13,700,250,0,2
4,108,700,250,0,2
0,11,1325,200,750,3
1,410,250,100,0,3
0,13,250,100,0,4
0,12,250,100,0,6
1,407,300,200,-200,2
4,8,700,400,-200,2
0,10,460,100,110,4
1,13,250,100,0,5
2,13,600,200,0,2
4,13,600,200,0,2
2,13,850,200,0,2
0,4,300,150,-50,6
1,10,450,200,0,2
0,409,475,150,75,3
1,13,250,100,0,4
2,114,550,200,0,2
2,114,550,200,0,2
4,114,550,200,0,2
0,10,250,100,0,5
0,8,400,200,-50,2
3,10,500,150,100,3
2,12,700,350,-100,2
4,12,700,350,-100,2
4,13,1900,350,-100,2
0,7,460,100,110,5
0,3,250,100,0,6
3,409,250,150,-50,2
4,327,300,200,-100,2
1,13,250,100,0,3
3,13,1350,250,600,2
2,124,1950,850,0,2
2,124,1950,850,0,2
4,124,1950,850,0,2
0,13,250,100,0,4
0,12,250,100,0,6
3,12,475,150,75,3
2,110,775,325,-100,3
2,222,775,325,-100,3
2,226,775,325,-100,3
0,9,300,150,-50,3
1,411,250,100,0,5
4,11,550,200,0,2
3,11,1225,200,475,2
4,120,1700,675,0,2
2,120,2162,675,0,2
0,406,300,150,-50,6
0,12,250,100,0,3
0,9,250,100,0,5
2,411,300,200,-200,2
3,12,400,200,-100,2
3,12,1100,300,300,2
0,12,2900,900,300,2
0,11,475,100,125,4
1,12,250,100,0,5
0,11,250,100,0,6
0,9,1550,150,900,4
1,404,250,100,0,3
4,116,600,225,0,2
4,222,850,225,0,2
4,222,2350,225,0,2
1,12,250,100,0,5
2,12,750,200,0,3
3,12,1149,200,199,2
4,116,1548,599,-200,2
0,116,3486,599,1339,2
0,10,375,200,-75,2
0,7,1100,100,550,5
3,13,460,100,110,5
4,13,780,310,-100,3
4,110,1120,310,-100,2
0,407,250,100,0,6
3,112,375,200,-75,2
2,112,500,325,-200,2
0,13,500,150,100,3
1,112,250,100,0,3
2,112,550,200,0,2
2,112,550,200,0,2
2,112,550,200,0,2
1,12,300,150,-50,4
4,412,700,300,-50,2
0,7,250,100,0,6
0,9,475,150,75,3
0,409,250,100,0,4
0,8,250,100,0,6
0,10,500,150,100,3
1,13,460,100,110,4
3,118,1894,502,110,2
3,118,3014,922,-222,2
2,118,3714,1622,-922,2
0,12,250,100,0,5
1,108,250,100,0,6
2,228,724,287,0,2
3,228,1124,287,113,2
0,9,400,200,-50,2
0,9,250,100,0,3
0,12,250,100,0,5
1,11,250,150,-50,2
0,10,250,100,0,3
0,8,250,100,0,5
0,403,375,200,-75,2
0,8,250,100,0,3
0,11,250,100,0,5
1,13,250,100,0,6
0,10,500,150,100,3
1,118,475,100,125,4
4,118,1900,700,125,2
2,232,2350,700,125,2
4,232,2350,700,125,2
1,12,300,150,-50,4
0,13,250,100,0,6
0,7,250,150,-50,2
0,7,450,100,100,5
1,12,250,100,0,5
0,10,475,150,75,3
1,12,250,100,0,4
2,112,550,200,0,2
2,318,550,200,0,2
3,630,887,200,137,2
0,4,300,150,-50,5
0,8,500,150,100,3
1,122,700,100,125,5
1,122,4087,1131,125,2
0,11,250,100,0,5
3,112,375,200,-75,2
2,232,500,325,-200,2
0,232,750,325,-75,2
0,8,460,100,110,4
0,12,250,100,0,5
0,13,1500,200,850,3
1,13,250,100,0,3
0,5,460,100,110,5
1,116,250,100,0,6
2,116,600,225,0,2
0,116,1100,225,275,2
3,7,250,150,-50,2
2,13,300,200,-100,2
2,13,300,200,-100,2
4,13,300,200,-100,2
1,410,300,150,-50,3
0,410,1600,275,800,2
1,9,250,100,0,5
3,9,1800,200,500,3
2,124,2300,700,0,3
1,124,3200,700,200,2
0,8,250,100,0,6
2,7,300,200,-200,2
3,13,400,200,-100,2
3,13,900,300,100,2
1,513,1600,700,-300,2
0,11,460,100,110,4
1,12,250,100,0,5
2,122,600,225,0,2
4,224,600,225,0,2
1,112,250,100,0,6
3,13,375,200,-75,2
2,114,500,325,-200,2
1,114,750,325,-75,2
2,114,2000,825,-75,2
2,220,2000,825,-75,2
0,6,300,200,-100,2
1,112,250,100,0,4
1,112,1500,200,850,2
1,122,250,100,0,5
4,122,550,200,0,2
0,10,250,100,0,6
1,410,500,150,100,3
0,8,475,100,125,4
0,403,460,100,110,6
3,12,650,200,-50,3
2,118,800,350,-200,3
2,222,800,350,-200,3
3,222,1200,350,50,2
2,222,1600,750,-350,2
1,222,2400,750,50,2
0,222,17350,5550,3800,2
0,13,475,100,125,4
1,411,250,100,0,4
4,122,550,200,0,2
4,232,775,200,0,2
2,232,1225,200,0,2
0,7,250,100,0,6
0,403,250,150,-50,2
0,10,250,100,0,4
1,126,250,100,0,5
3,112,375,200,-75,2
2,318,500,325,-200,2
4,618,500,325,-200,2
0,404,250,150,-50,2
0,13,460,100,110,5
0,12,250,100,0,6
0,9,1150,150,550,4
3,106,460,100,110,5
0,106,2745,310,485,4
1,12,250,100,0,5
3,11,375,200,-75,2
2,11,500,325,-200,2
4,11,500,325,-200,2
0,12,500,150,100,3
0,9,250,100,0,4
1,13,250,100,0,5
4,13,550,200,0,2
1,12,250,100,0,6
0,11,375,200,-75,2
0,7,250,100,0,3
1,10,250,100,0,3
2,10,850,250,0,3
0,10,250,100,0,4
0,407,250,100,0,6
0,11,500,150,100,3
1,12,250,100,0,3
0,5,250,100,0,4
1,410,250,100,0,5
2,9,300,200,-200,2
3,118,400,200,-100,2
2,240,500,300,-200,2
3,240,700,300,-100,2
0,13,525,200,25,3
0,5,250,100,0,4
1,120,250,100,0,6
4,120,550,200,0,2
3,120,1425,200,675,2
0,120,4600,875,1625,2
2,13,300,200,-200,2
3,13,400,200,-100,2
4,13,500,300,-200,2
4,13,700,300,-200,2
1,10,250,100,0,3
4,13,600,225,0,2
0,12,250,100,0,4
0,10,250,100,0,6
1,405,475,150,75,3
0,405,13025,1250,8750,3
0,9,250,100,0,4
0,13,250,100,0,6
0,8,250,150,-50,2
1,110,250,100,0,3
1,13,250,100,0,4
1,13,1062,200,412,2
4,126,4078,1402,412,2
4,126,5967,1402,412,2
0,407,250,100,0,6
0,9,475,150,75,3
0,12,460,100,110,5
0,9,250,100,0,6
1,13,250,150,-50,2
2,13,650,300,-50,2
2,13,650,300,-50,2
2,13,650,300,-50,2
0,8,510,150,60,4
1,11,250,100,0,4
0,10,250,100,0,5
0,13,475,150,75,3
0,10,250,100,0,4
1,108,250,100,0,5
4,108,600,200,0,2
1,12,250,100,0,6
4,12,650,250,0,2
3,112,400,200,-50,2
2,112,550,350,-200,2
1,126,250,150,-50,2
4,339,650,300,-50,2
0,3,460,100,110,4
0,9,250,100,0,5
1,13,450,200,0,2
4,13,2450,1100,0,2
0,13,4950,1100,1400,2
0,13,460,100,110,4
0,11,460,100,110,6
1,13,250,100,0,6
2,13,750,250,0,2
0,6,475,150,75,3
0,11,1100,100,550,6
0,12,250,100,0,6
3,403,375,200,-75,2
2,13,500,325,-200,2
0,11,500,150,100,3
0,410,460,100,110,5
0,4,250,100,0,6
3,407,250,150,-50,2
4,114,300,200,-100,2
2,114,400,200,-100,2
1,11,250,100,0,3
4,114,650,250,0,2
2,114,925,250,0,2
4,114,925,250,0,2
0,12,300,150,-50,4
0,6,250,100,0,6
2,11,300,200,-200,2
1,122,400,200,-100,2
2,122,1100,500,-100,2
2,122,1100,500,-100,2
1,10,300,200,-100,2
4,13,600,300,-100,2
0,11,250,100,0,4
1,104,250,100,0,5
4,306,750,250,0,2
4,306,1075,250,0,2
2,102,300,200,-200,2
3,102,400,200,-100,2
0,102,700,300,-100,2
3,13,250,150,-50,2
4,122,300,200,-100,2
2,248,400,200,-100,2
3,248,733,200,133,2
2,248,1066,533,-200,2
0,10,250,100,0,4
1,13,250,100,0,6
2,13,700,225,0,2
2,13,700,225,0,2
4,13,700,225,0,2
0,9,375,200,-75,2
0,10,450,100,100,4
0,4,250,100,0,5
3,403,375,200,-75,2
2,11,500,325,-200,2
0,11,850,325,25,2
1,6,250,100,0,3
4,10,600,225,0,2
3,12,460,100,110,5
4,13,780,310,-100,3
1,122,250,100,0,5
1,122,1850,200,1000,3
0,4,250,100,0,6
3,116,375,200,-75,2
2,116,500,325,-200,2
3,116,750,325,-75,2
2,116,1000,575,-325,2
2,116,1000,575,-325,2
3,13,250,150,-50,2
2,108,300,200,-100,2
4,108,300,200,-100,2
2,108,400,200,-100,2
0,108,700,200,100,2
1,12,250,100,0,3
3,12,1550,225,850,2
3,513,3600,1075,125,2
4,510,4800,2275,-1075,2
1,13,250,100,0,4
0,11,250,100,0,5
1,12,250,100,0,6
0,403,500,150,100,3
1,13,250,100,0,3
4,124,600,225,0,2
2,250,850,225,0,2
4,250,850,225,0,2
1,13,250,100,0,5
0,13,1150,200,500,2
3,8,375,200,-75,2
2,106,500,325,-200,2
3,106,750,325,-75,2
2,224,1000,575,-325,2
2,224,1000,575,-325,2
0,402,525,200,25,3
3,12,450,100,100,4
2,12,750,300,-100,3
0,11,250,100,0,4
0,13,250,100,0,6
0,9,500,150,100,3
0,9,250,100,0,4
0,12,250,100,0,6
3,108,375,200,-75,2
2,108,500,325,-200,2
0,6,500,150,100,3
1,13,250,100,0,4
0,10,250,100,0,5
3,11,375,200,-75,2
2,333,500,325,-200,2
3,333,750,325,-75,2
2,333,1000,575,-325,2
4,333,1000,575,-325,2
3,5,250,150,-50,2
4,110,300,200,-100,2
0,13,460,100,110,4
0,8,250,100,0,5
0,10,500,150,100,3
1,13,250,100,0,3
1,13,460,100,110,5
1,411,250,100,0,5
0,9,450,200,0,2
0,10,1175,100,600,5
0,12,250,100,0,5
0,13,500,150,100,3
0,13,250,100,0,4
0,6,250,100,0,6
3,13,450,200,0,2
4,13,650,400,-200,2
1,102,250,150,-50,2
2,102,650,300,-50,2
2,102,650,300,-50,2
0,11,460,100,110,4
0,11,250,100,0,5
1,13,1425,200,800,3
3,13,500,150,100,3
2,126,850,350,-100,3
0,126,1600,350,400,3
0,8,250,100,0,4
0,9,250,100,0,6
1,13,425,200,-25,2
0,11,250,100,0,3
0,11,250,100,0,5
0,9,377,200,-73,2
3,11,250,150,-50,2
0,11,250,100,0,3
0,11,460,100,110,6
3,12,350,200,-100,2
2,12,450,300,-200,2
3,12,550,300,-200,2
4,510,650,400,-300,2
4,120,812,400,-300,2
0,120,3834,400,2622,2
0,6,250,100,0,3
3,13,450,100,100,5
4,13,750,300,-100,3
4,124,1400,300,-100,2
2,230,4325,300,-100,2
1,12,300,150,-50,5
0,11,1172,150,550,4
1,11,250,100,0,3
1,406,250,100,0,5
3,406,1300,250,550,2
2,110,1850,800,0,2
3,110,2850,800,200,2
2,110,3850,1800,-800,2
2,110,3850,1800,-800,2
0,7,300,150,-50,3
0,9,250,100,0,5
1,122,375,200,-75,2
0,13,475,150,75,3
1,118,250,100,0,4
2,118,700,225,0,2
3,118,850,225,0,2
2,118,1000,375,-150,2
4,220,1000,375,-150,2
1,13,300,150,-50,5
0,10,250,100,0,6
3,116,570,200,-90,3
2,224,680,310,-200,3
3,224,910,310,-80,2
2,224,1140,540,-310,2
0,7,250,150,-50,2
0,9,250,100,0,4
1,124,250,100,0,5
0,12,1375,200,800,3
3,409,475,100,125,4
4,13,700,325,-100,2
2,13,1300,325,-100,2
2,13,1300,325,-100,2
0,12,300,150,-50,4
1,13,250,100,0,5
4,126,550,200,0,2
3,409,360,200,-90,2
2,12,470,310,-200,2
0,12,585,310,-195,2
0,406,250,100,0,3
0,13,475,100,125,6
3,13,500,200,-100,3
2,126,600,300,-200,3
3,126,900,300,-150,3
2,126,1050,450,-300,3
2,232,1050,450,-300,3
1,12,300,200,-100,2
0,9,475,100,125,4
1,11,250,100,0,4
1,13,250,100,0,6
1,9,300,200,-200,2
4,13,650,375,-200,2
4,13,925,375,-200,2
2,118,1475,375,-200,2
1,13,525,200,25,3
1,11,250,100,0,3
0,11,1550,200,900,2
3,13,475,100,125,6
2,13,825,325,-100,3
0,13,1325,325,175,2
3,5,375,200,-75,2
2,110,500,325,-200,2
2,110,500,325,-200,2
2,212,500,325,-200,2
1,212,850,325,25,2
3,9,250,150,-50,2
2,10,300,200,-100,2
0,10,400,200,-100,2
1,110,475,100,125,4
4,234,1300,400,125,2
1,411,250,100,0,5
0,411,1194,200,544,2
0,12,520,200,-90,3
3,112,460,150,60,3
2,112,620,310,-100,2
2,112,620,310,-100,2
4,112,620,310,-100,2
0,6,475,100,125,5
1,122,250,100,0,5
4,333,650,250,0,2
1,13,250,100,0,6
1,13,1100,200,450,2
4,13,4458,1554,450,2
0,9,360,200,-90,2
3,104,475,150,75,3
2,104,650,325,-100,2
0,8,250,100,0,3
0,407,475,100,125,6
1,106,250,100,0,6
1,10,300,200,-200,2
2,124,800,450,-200,2
4,124,800,450,-200,2
1,11,250,100,0,3
0,11,1625,225,925,2
0,9,250,100,0,5
1,12,250,100,0,6
4,12,600,225,0,2
4,12,1100,225,0,2
0,13,475,150,75,3
1,411,250,100,0,4
0,411,1600,250,850,2
1,108,250,100,0,5
3,108,1227,200,577,2
1,312,3192,777,611,2
3,312,15993,2967,6256,2
0,10,865,150,55,5
1,11,250,100,0,3
0,12,250,100,0,4
0,9,250,100,0,6
2,6,300,200,-200,2
2,108,300,200,-200,2
0,6,1097,150,487,4
1,120,475,100,125,4
4,120,1600,550,125,2
0,12,475,100,125,6
1,12,250,100,0,6
2,12,650,250,0,2
4,12,650,250,0,2
2,12,925,250,0,2
2,5,350,250,-250,2
2,10,350,250,-250,2
0,407,475,150,75,3
1,13,450,100,100,4
2,124,1612,581,100,2
1,124,2167,581,100,2
1,13,250,100,0,4
4,13,550,200,0,2
1,13,475,100,125,6
4,108,1900,700,125,2
1,12,250,100,0,6
0,9,475,150,75,3
1,13,250,100,0,3
0,406,250,100,0,5
3,11,425,200,-25,2
2,13,600,375,-200,2
2,13,600,375,-200,2
0,13,900,375,-75,2
3,12,475,100,125,4
0,108,1200,325,0,3
0,11,250,100,0,5
3,12,350,200,-100,2
2,12,450,300,-200,2
0,12,850,300,100,2
1,12,250,150,-50,2
4,116,700,325,-50,2
2,116,975,325,-50,2
2,116,975,325,-50,2
0,409,250,100,0,4
1,408,250,100,0,5
0,8,1285,200,725,3
1,12,250,100,0,3
1,12,1650,250,900,2
0,13,475,100,125,5
1,126,250,100,0,5
2,126,825,225,0,3
3,126,1005,225,0,2
2,126,1185,405,-180,2
3,126,1730,405,140,2
2,230,2275,950,-405,2
0,4,250,100,0,6
0,10,750,150,100,4
1,11,250,100,0,4
0,6,250,100,0,5
3,104,660,150,55,4
2,104,920,305,-100,4
2,224,920,305,-100,4
2,622,920,305,-100,4
0,10,525,150,75,4
0,10,250,100,0,5
0,10,475,150,75,3
0,404,250,100,0,4
0,10,250,100,0,6
0,10,475,150,75,3
0,10,250,100,0,4
0,406,250,100,0,6
0,9,750,150,100,4
1,124,475,100,125,4
1,106,250,100,0,4
0,407,250,100,0,6
0,10,475,100,125,4
0,11,250,100,0,5
1,13,250,100,0,6
1,11,550,200,-100,3
0,406,455,150,55,3
3,13,500,100,150,4
2,13,1100,350,-100,4
2,13,1100,350,-100,4
2,126,1100,350,-100,4
0,6,250,100,0,5
0,7,350,200,-100,2
0,6,475,100,125,4
1,13,250,100,0,4
4,126,700,200,0,3
2,126,1300,200,0,2
3,126,1750,200,250,2
0,10,250,100,0,6
3,410,350,200,-100,2
2,118,450,300,-200,2
3,118,585,300,-165,2
2,242,720,435,-300,2
3,242,1320,435,165,2
2,242,1920,1035,-435,2
3,11,300,200,-100,2
2,11,350,250,-150,2
0,7,250,100,0,3
0,7,250,100,0,5
0,7,450,200,0,2
0,4,250,100,0,3
0,10,250,100,0,5
0,8,1575,200,825,4
1,404,250,100,0,3
2,9,650,250,0,2
0,9,1050,250,150,2
1,106,250,100,0,4
3,106,1650,200,1000,2
